,tweet,label
3989,New adjuvant successful in extending immunity against HIV: Study data prompts Phase 1 clinical trial https://t.co/XyLanswZBI,1
3990,"@cnni 1. The Epidemiological Characteristics of an Outbreak of 2019 Novel Coronavirus Diseases (COVID-19) - China CCDC, February 17 2020 

2. Report of the WHO-China Joint Mission on Coronavirus Disease 2019 (COVID-19) [Pdf] - World Health Organization, Feb. 28, 2020",1
3991,When COVID-19 meets flu season https://t.co/ebtl6cjee7,1
3992,"The Indian Affairs Department, in partnership with the New Mexico Community Foundation and Santa Fe Community Foundation created the Native American Relief Fund to help support our tribal communities. https://t.co/uOs9Yg2G4L  via @abqjournal",1
3993,Health News :  What COVID Means To Those Who Can't Work At Home: Working at home during a… https://t.co/JP27NzSUBy,1
3994,"Our dental office continuing care settings must be correct - or they don't serve us well!  Especially now.  It's never been more important to know how overdue our dental patients are for exams, x-rays, and if they are a perio patient!  
https://t.co/g83iWz09Cw https://t.co/fDmJQumprQ",1
3995,"MDH: 15 Thousand Have Been Tested For COVID-19 in the Twin Cities Since the George Floyd Protest, Less Than Two Percent Have Been Positive https://t.co/NknO8kgzTz",1
3996,"@BeccaLodahl @marisac721 New Yorkers wear masks daily no rise in cases. See how that works. It is a mandate and we must follow. I don’t feel my rights are taken away. Why?
Covid-19 is a virus. It does not vote for a specific party. It kills equally. Wear a mask save lives.",1
3997,"I want things to get better, too, but it will take nothing short of a miracle for this to work out by itself with our near complete lack of any regulation or protection. Our county alone has ~12% death rate from confirmed cases (and unconfirmed has to be huge). This isn't the way",1
3998,Severe COVID-19 Might Injure the Heart https://t.co/P6awdric9u https://t.co/oZ6TZ9iYRa,1
3999,Beauty Industry Group Sues Over Shop Closings https://t.co/wx3euDNOH3,1
4000,"Rumors vs. Facts- COVID-19
Do your part to the stop the spread of rumors by doing three easy things:

1. Find trusted sources of information.
2. Share information from trusted sources.
3. Discourage others from sharing information from unverified sources. https://t.co/C1A0MX3ZxR",1
4001,"SCDMH and the South Carolina Department of Alcohol and Other Drug Abuse Services have launched a statewide, toll-free support line for people struggling with mental health or substance use disorder symptoms brought on by COVID-19.
https://t.co/4AVnuu4jd2",1
4002,"HHS Delivers Funding to Expand Testing Capacity for States, Territories, Tribes. https://t.co/HO31CagtOo",1
4003,"#3M Best practices to keep a healthy work environment

https://t.co/8giTEc9G22

If you're looking for one of our team to provide a facility audit to ensure your folks are equipped and educated to these skincare, cleaning and disinfecting suggestions, contact us!",1
4004,"#Tableau 2020, 19, 18 &amp; 10: Certified Associate certification 

=&gt; https://t.co/Q7diuHykzI
     
#DataVisualization #TableauDesktopCertified #BusinessIntelligence #BusinessAnalytics #DataMining
#DataScience #100DaysOfCode #udemy #coupons #free #code #ad #womenintech #certificate",1
4005,With more people opting to wear face coverings in public – and some cities requiring them – it’s important to know the correct way to wear a mask! 😷 Here's how to wear one and even how to make a no-sew mask to protect yourself and others. https://t.co/F1tRnEQV2g https://t.co/UeICYszuAo,1
4006,amo quando posto alguma reflexão nos stories e alguém responde com um “precisava ler isso”... tão bom saber que de alguma forma ajudamos alguém ❤️,1
4007,"Coronavirus: Hong Kong issues ‘red’ travel alert on the United States, Britain and Ireland and imposes quarantine measures on arrivals from the three countries and Egypt https://t.co/TzqfCji77O",1
4008,"$CODX gets FDA EUA for their lab PCR testing congrats longs $$
$BMRA diagnostic test Co since 1970's awaiting FDA EUA  approval for rapid 10 min Covid-19 Serology test LINK

https://t.co/Vxyb4StGO8 
PLUS this is the current FDA registration listings BMRA

https://t.co/z9pvcytDZ6",1
4009,@claireharr @richdunleave @adamboultonSKY Where’s your data on what is needed for herd immunity?,1
4010,'Job coach' repeatedly harrasses newly-unemployed dad at home https://t.co/RzV2DOSE5d,1
4011,COMMENTARY: COVID-19 Diary Day 6: Clinicians' Choices Shouldn't Be Judged https://t.co/AJoPkHienw,1
4012,"With these resources, we're implementing added requirements for nursing home operators around testing, infection control, PPE + staffing.

We are committed to protecting the Commonwealth's older adults and to working with operators to keep them safe.

🔗: https://t.co/5uhv9WSqPE https://t.co/8AkUK4nj88",1
4013,@sarahdespres @SarahKarlin @HelenBranswell Yep. This is also why I'm skeptical of the FDA's guidance development processes radically changing long-term... so much about that document remains confusing. Probably could have benefited from some additional rounds of review.,1
4014,"COVID-19 Daily: Topol Laments Betrayal, HCP Couples Prepare https://t.co/Te9vK1vFa7",1
4015,GET ready to share some LOVE with San Antonios front line health workers. Listen to Dr Appleby’s interview this weekend. You’ll learn what it’s like for healthcare workers fighting COVID-19 behind the front lines.… https://t.co/iNin0bVh7T,1
4016,"#Repost who 
FACT: Ultra-violet (UV) lamps should not be used to disinfect hands or other areas of your skin.

#knowthefacts #COVID19 #coronavirus @ Brookfield Centre for Lifestyle Medicine https://t.co/fXvW4IxxPn",1
4017,Texas A&amp;M Study: Face Masks Critical In Preventing Spread Of COVID-19 https://t.co/gkyCffX1x6,1
4018,"The COVID-19 Virus, By the Numbers | https://t.co/uXJ2TKOBcP https://t.co/PtShRHoI6A",1
4019,Study identifies potential approach to treat severe respiratory distress in patients with COVID-19 @theNCI @sciimmunolog https://t.co/nDzuvVGwtX,1
4020,The Unusual COVID-19 Symptoms You Can Miss https://t.co/N4YI2bnKQD,1
4021,"Do you know the difference between social distancing, quarantine and isolation? According to @CDCgov, these tactics help slow and prevent the spread of infectious diseases, including coronavirus (COVID-19). Learn more from @samhsagov at https://t.co/muHFRGrDmY. https://t.co/qvSKmGZl5T",1
4022,"The administration is losing control of the situation, freaking out, spreading the virus, locking down, going into quarantine...and yet they think it's safe for everyone else to go out and shop and eat at Fuddruckers?",1
4023,"📷: Councilor Manz proudly wearing her cloth face covering while out and about in downtown Lake Oswego

#LOtogether",1
4024,"Delivered via a tap, ozonated water is an alternative to alcohol-based products for hand sanitisation and infection control in healthcare settings.
https://t.co/KjOZiZ9k50

#williamgreendental #dentalequipment #covid2019au #dentistry  #infectioncontrol #handhygiene https://t.co/gn4Dvw63VW",1
4025,Should parents limit #screentime for young children? https://t.co/1w5UfTYQ41,1
4026,Huge Global Effort for Clinical Trials in COVID-19  #diabetes https://t.co/99x8zvfOxY,1
4027,"Fifth, the closure of all public and private higher education institutions (IPTs) and skills training institutes nationwide; and (10/n)",1
4028,Bad News – Coronavirus SARS-CoV-2 Infects Cells of the Intestine and Multiplies There https://t.co/pwIJKE3Wpw,1
4029,@KingmanPark @gwhennigan @AmeriBev @VinceGrayWard7 @bloomingdame To bad it’s hard to simplify downstream savings on the dental and health costs. And those hard to quantify metrics of better attention span and general mood in classroom settings.,1
4030,Some Could Show COVID-19 Symptoms After Quarantine https://t.co/xPozdIFFm7 https://t.co/vbncA6PJY4,1
4031,"@smerconish @SXMPOTUS @SIRIUSXM @RidgeGlobal @USATODAY I agree with the Governor.  I remember people with disabilities being dragged out of our US Capitol blog in handcuffs for protesting, but these militants are allowed to be blatantly abusive with weapons while security stands down. Disgraceful!",1
4032,"'Increasing concern' over COVID-19 race-related disparities
https://t.co/7gtD9a1DjG",1
4033,Ventura County Doctors Speak Out About The Road Ahead With COVID-19 https://t.co/qEqZQxUTYh,1
4034,Clotting Tied to COVID-19 May Harm the Placenta https://t.co/urH3xjdAI2 https://t.co/BQGHaNhhmF,1
4035,"Detecting spread of covid by monitoring the sewage system. 

Sewage could provide early warning of COVID-19 outbreaks https://t.co/evibxBeGvf",1
4036,"ICYMI - West Seattle Bridge Community Task Force discuss traffic mitigation in and around West Seattle
https://t.co/xkd5tw4xe2",1
4037,"I Want to Retire, But Just Can't Say Goodbye https://t.co/lC6cdJtOEM",1
4038,"@GraceVW_News @GraceVanderWaal @Fender In years to come, many of us will be asked, possibly by our children or grandchildren, ""what did you do during the great Covid-19 pandemic of 2020"". Some will have cause to feel proud in what they can reply. Others, probably less so. Grace can be very very proud.",1
4039,"@SayEntrepreneur The Department of Health and in some cases DAFF, regulates Food in SA- locally produced and/or imported.
DoH, Food Control dept. need competent effective programs, processes &amp; people - food technologists,scientist&amp; environmental health practitioners etc.",1
4040,"Where did Covid-19 come from?
There is convincing evidence that the new virus was not the result of intentional genetic engineering and that it almost certainly originated from nature, given its high similarity to other known bat-associated coronaviruses,” https://t.co/2ANbw8IMKK",1
4041,"#COVID19Surge coming in about 2 weeks
Watch for it..  #GOPBetrayedAmerica they seem to 
be trying to kill people #floridabeaches 
#SouthCarolina https://t.co/L0Eg4VFUWn",1
4042,Get Your Mass Gatherings or Large Community Events Ready | CDC https://t.co/SVuQ5tUPfB,1
4043,"On one hand, this is the safest thing to do and will help prevent people from getting sick.

On the other hand, this sucks so much and many teams will probably not come back. https://t.co/TYf7gSycEF",1
4044,@traceyecorder Oh and that same former Secretary of State is confused about how Covid 19 spreads?  #EpicFail #AndSheCouldBeNextPBS,1
4045,"Resources offered in the NC Drinking Water Incident Response Toolkit include pre-incident planning, local info, mutual aid, communication, and essential info about drinking water -- designed to help local leaders plan and respond. https://t.co/nDVcgaffz1 #ncIMPACT @uncsog https://t.co/xailQTKoRI",1
4046,"COVID-19 Daily: Hospitals Struggle, Revisiting Vent Protocols https://t.co/ijKq17Yxal",1
4047,Substantial investment needed to avert mental health crisis https://t.co/QcyBvftwah https://t.co/xYKxxm5g8e https://t.co/lG3KUBqf8z,1
4048,"Experts are confident Biden’s COVID-19 response could speed recovery.   “It is time to wake up America. The White House has been in denial on coronavirus from the get-go and the federal response has just been wrong,"" said Gov. Cuomo. #TrumpCovidFail #FailedAmerica https://t.co/ji2Lt53Z6W",1
4049,AHA COVID-19 CVD Registry to Collect Data on CV Outcomes https://t.co/myW0AkrrqN https://t.co/SYNxLwSIZg,1
4050,"New this week: Legal resources for patients who have experienced healthcare discrimination during the global health crisis and new @CDCgov  recommendations for protecting yourself when running essential errands.

https://t.co/CNDcZwI2gY",1
4051,"""Cold weather and snow CANNOT kill the new coronavirus. ""- @WHO 
#COVID19
#coronavirus #ActiveCitizens https://t.co/QxQ41Mwe3j",1
4052,"Many programs for essential workers' children ""were made possible by Congress' special $3.5 billion appropriation for child care in pandemic stimulus legislation. But that funding is nearly gone."" Congress needs to pass substantial relief for #childcare. https://t.co/XzCfEhgBbB",1
4053,"Senior Natalia Oledzka studying Communication Design in the Sam Fox School was interviewed and featured on Intern Magazine, a UK-based online resource for creative students. Read full interview here: https://t.co/37NICBIFW5 Check out her design work here: https://t.co/yXoacYOq0C",1
4054,"@JohnFiliss @Raptornx01 @djvanness @we_are_toast @skarlamangla You are using yearly flu numbers. Covid-19 is MUCH more contagious then influenza with 40,000 deaths in 3 weeks. Stop comparing it to the flu. Stop using Dr Phil talking points. You think the lockdown is stupid? Every expert disagrees with you.",1
4055,"@GreenFlyFlowers Hi, there is guidance on how to upload your bank details to Grantium here: https://t.co/fNwuZWc4H5 [the documents are linked at the bottom of the page] Please let us know if that helps.",1
4056,City living has never been so discredited than during the coronavirus crisis. A shared ventilation system in big buildings between numerous people - not good. It'll be interesting to see if this impacts housing demand/planning in the future.,1
4057,"PODCAST: We have a great discussion about the different kinds of stress and the means of managing or coping. Listen here: https://t.co/7U7Q9p5FSh
#customerservice 
 #customerexperience https://t.co/I0YZYS8OvI",1
4058,"All set for tomorrow's ""Community Sensitization""
#WaterWide will be empowering marginalised communities with info on how #COVID19 spreads, sources of the virus &amp; local mitigation measures to be employed.
Essential hygiene materials (hand sanitizers &amp; soap) will be distributed https://t.co/dMsrbgIlNe",1
4059,LGBTQ+ adults and youth are more at risk of experiencing homelessness. Transgender people are particularly at physical risk. This rule will actively harm some of our most vulnerable neighbors. https://t.co/3byazXZshu,1
4060,At least there’s sanity at home. https://t.co/og0lCFnSOJ,1
4061,Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease (COVID-19) https://t.co/k7dHqxcsPz https://t.co/XmZs5AcVhj,1
4062,Universal virus detection platform to expedite viral diagnosis https://t.co/Agow00lG2r,1
4063,"Since we're constantly being flooded with covid 19 information, sometimes the easiest coping mechanism is as easy as detaching from your phone or social media itself for a while to reduce stress. 

#COVID_19 #coronavirus #wearecput #wearecputmedia https://t.co/8w4Ixw02rw",1
4064,Coronavirus: How does Covid-19 spread? These new studies offer clues. - Vox quotes @JenniferNuzzo  https://t.co/74RqM0HEDu,1
4065,"2,946 new coronavirus cases were reported by Georgia's state health department over the last 24 hours, the highest spike in the state yet.

https://t.co/X2REK2c5UW",1
4066,"#HRSA funds 10 Regional Public Health Training Centers that provide no-cost #training for #PublicHealth professionals to strengthen the public #health #workforce and meet national, state &amp; local #HealthCare needs. #LearnMore: https://t.co/tv58aew4YP. #NPHW @NHSCorps https://t.co/7n2FMoRVCu",1
4067,Modes of transmission of virus causing COVID-19:implications for IPC precaution recommendations https://t.co/TuhgmV5WOa,1
4068,Pre-Deployment Processes: COVID-19 Considerations #damnedvirus https://t.co/cGTo29Pjea,1
4069,Coronavirus Disease 2019 (COVID-19) - Resources for K-12 Schools and Childcare Programs https://t.co/Mo2Ba8JjJz via @CDCgov,1
4070,"More families are struggling to afford diapers. Without a supply of diapers, parents can't rely on childcare services that allow them to return to work. We join @DiaperNetwork &amp; @BAHP_ &amp; demand Congress #EndDiaperNeed by funding grants for emergency diaper distribution programs. https://t.co/20UclE5c4I",1
4071,Funeral Homes Ponder Deaths In The Age Of COVID-19  #weightloss https://t.co/nzlka62iK6,1
4072,"Tips For Social Distancing, Quarantine, And Isolation During An Infectious Disease Outbreak-

#SocialDistancing and #Quarantine may come with concerns for individuals, families, and communities

https://t.co/D9xX6Zc4AR https://t.co/dilN2fI6yh",1
4073,@_cinnamonro11_ All I do is eat sleep work and enjoy life. How can I enjoy life when china eat bats causing COVID-19. 1st outbreak was in Wuhan and the original source is bats. Black people kill more of each other then other ethnicities killing blacks. I love my country but I dont recognise it.,1
4074,"Insane data visualization here. And also depressing how so many government agencies and people dropped the ball on this.

“How the Virus Got Out” via ⁦@nytimes⁩  https://t.co/Clplk3jpWv",1
4075,"@momsstoptheharm @CalgarySunRSS @jasonluan88 @ChangetheFaceAB @CMOH_Alberta (4) We also know that substance use is the leading cause of child abuse, sexual and other, with legal, supposed ""safe"" alcohol at the top of the list. We have to protect against harm to others resulting from substance use. https://t.co/s5HXSyEHmn",1
4076,If everyone was tested and then tracing took place we would know exactly what the r is. Remind me we have 66to67 million people and how many tested so far? Better prepare for a spike when people decide to do their own thing. https://t.co/itmZAfHLYb,1
4077,"Trial drug can significantly block early stages of COVID-19 in engineered human tissues

https://t.co/XxUYCiqy2q",1
4078,"COVID-19 Daily: Hospital Hacks, Tips for Small Practices https://t.co/SbvJ7eHBtA via @medscape",1
4079,Coronavirus News: What's Happening with the COVID-19 2020 Outbreak https://t.co/ZhXI44NdIv from @WebMD,1
4080,COVID Surges Among Young Adults https://t.co/Yh2ibabJ04 from @WebMD,1
4081,"Digital technology for COVID-19 response
#CoronaUpdatesInIndia #CoronavirusPandemic #CoronavirusOutbreak #COVID2019 #COVID19outbreak 

https://t.co/JSXZrcvdSH",1
4082,"Masks for Docs is providing resources to hospitals across the globe. In California, #Raise3D is helping by using machines at our HQ to print nonstop during #COVID-19.
@MasksForDocs #ThanksHealthHeros
For more information, to volunteer or request supplies: https://t.co/5b1eRT8qIo https://t.co/g8Zhowo2db",1
4083,"Excellent article !!! 
Really well presented and described from @NYTScience 

How Coronavirus Mutates and Spreads - in English and español

The coronavirus is an oily membrane packed with genetic instructions to make millions of copies of itself. 

https://t.co/oDptC7fniM",1
4084,"A Simple Way to Fight the Symptoms of COVID-19 (According to Science)

The primary way COVID-19 kills people is by causing acute respiratory distress syndrome (ARDS), which reduces your lung’s ability to supply oxygen to the body.

Read here: https://t.co/JR6AFZrzvO https://t.co/VdeBZxtp2M",1
4085,"Taking a hot bath does not prevent the new coronavirus disease

@WHO 

#COVID19 https://t.co/ICKNQ6YHDc",1
4086,"Updated CDC Guidance: Considerations for Wearing Cloth Face Coverings – via @CDCgov

https://t.co/zFWQeKnolO",1
4087,"#Repost who 
---
Q: How can I grocery shop safely in the time of #COVID19?

#coronavirus #KnowtheFacts     
#coronavirus #coronavirusoutbreak #coronavirusoutbreakindia 
#cegahviruskorona #covid19india… https://t.co/4qLv0d6RQW",1
4088,"New compounds thwart multiple viruses, including coronavirus| To read more click on the link: https://t.co/HICBVgBACK https://t.co/om3WLNIkJf",1
4089,"The error we all needed today, @CDCgov #cornavirus social media toolkit lists “chronic lunch” disease. 😂 

https://t.co/DYGaXGSGaJ https://t.co/GSm0MZYUVW",1
4090,Landmark partnership announced for development of COVID-19 vaccine | University of Oxford https://t.co/WdjtkKnQqQ,1
4091,Further evidence does not support hydroxychloroquine for patients with covid-19 https://t.co/8tPx3yL2E3,1
4092,"What is physical activity?

 The World Health Organization defines physical activity as :every physical movement that is performed by skeletal muscles and requires the consumption of a measure of energy,including activities during work,play, homework travel and leisure activities https://t.co/wMt58pg1OI",1
4093,"How COVID is Affecting U.S. Food Supply Chain: During the pandemic, meat processing businesses appeared to be the weakest link throughout the food supply chain. Meat processing plants have been virus hot spots as workers have fallen ill with COVID-19,… https://t.co/7GFgsP6OQF",1
4094,Seriously??? This was 3 yrs ago and we all have seen this already. And V said his fave hyung is jin. So dont you ever spread rumors about the relationship of jin and tae..  Soo stop spreading news like as if it was new. Screw you koreaboo https://t.co/2YL2mHsRdD,1
4095,"🚨The Trump administration is considering recommendations to fast-track uranium mining near the #GrandCanyon, even though 77% of Arizonans oppose it. 🚨

This would endanger the health of nearby tribal communities and wildlife alike. https://t.co/QmzfsXXQ0U https://t.co/Oqcq47P5gW",1
4096,"Help pick up prescriptions and groceries for those who are at higher risk, or housebound because of disability or illness. Be responsible while helping people in need.",1
4097,"@WearMaskIdiots @HuXijin_GT As if ur country men have not migrated! Chinese people are selling pineapple chicken and fake Luis Vuitton bags in Paris, Newyork, Frankfurt and everywhere else! Do they throw some dog meat into their chicken also? Otherwise, how did COVID-19 spread so far and wide so quickly?",1
4098,"The @publichealthni has guidance available for childcare &amp; educational settings about COVID-19 which will assist schools &amp; educational settings in providing advice for pupils, students, staff &amp; parents/carers. Go to https://t.co/hWHbPL9rB1 Further info at https://t.co/HfK5JKayS8 https://t.co/0tmsRH7kaH",1
4099,"Coronavirus spreads quickly and sometimes before people have symptoms, study finds  Science Daily",1
4100,"NEW pop-up and ongoing COVID-19 testing sites in 48197 and 48198. No appointments, insurance, or prescriptions needed. Walk-up or drive-up. Bring your insurance card, if you have one. Anyone with symptoms can get tested.
https://t.co/sW9QLb2WH3 https://t.co/n4DSWr4gS0",1
4101,"#SooninAJPH ""Supporting social distancing for COVID-19 mitigation through community-based volunteer networks"" @AMJPublicHealth @PublicHealth 

#COVID19 #socialdistancing #physicaldistancing #community #health #publichealth #healthaccess",1
4102,"@GovernorVA With all due respect  Gov N, you promised metrics county  by county of cases and deaths. For Common Sense Context, also publish population of that county and % of population infected and % deaths of county population. Publish all the metrics. Just good Common Sense Gov  N.",1
4103,"From @CDCgov: Interim Guidance for Administrators of US Childcare Programs and K-12 Schools to Plan, Prepare, and Respond to COVID-19 https://t.co/DWrFyaigDO
#TNedu #TNsupts",1
4104,Symptoms of Coronavirus https://t.co/Oof6YHwDhJ,1
4105,COVID-19: First Data Confirm Neurologic Symptoms Common https://t.co/TDnrCsumvp,1
4106,WebMD Poll: Many Report Weight Gain During Shutdown https://t.co/WTOwdo1BMb https://t.co/0fpZYyPUu8,1
4107,"Looking for some great online teaching resources for your learners? Check out our new #unbeatablesupport page for our hand-selected list of  key resources that we believe will be an added benefit to their current learning journey.

👉 Explore now: https://t.co/ca5YK2fWdh https://t.co/39O6kODO4r",1
4108,CDC Releases Resources to Assist States to Open https://t.co/vc2k0tYds4,1
4109,@kinga812 @magnabosco Masks aren’t to prevent you from getting sick. They’re to prevent others. So it’s everyone’s business particularly since not wearing one puts high risk individuals such as myself at risk.,1
4110,Pandemic Can Overwhelm Those With Autism https://t.co/B3hXvzZ6MF,1
4111,"So, as more and more of you are testing POSITIVE for COVID-19, I certainly hope you all are FINALLY staying your asses at home. Or at least out yourself so we can avoid you, because I know some of all trying to keep it secret and are likely still going out.",1
4112,"Coronavirus #COVID19 latest update in #UAE;

- May 01, 2020, 15:49 GMT

Total cases: 13,038 cases.
Total deaths: 111 cases.
Total Recovered: 2,543 cases.

#Coronavirusuae
#CoronaUpdates 
#COVID19 
#StaySafeAtHome",1
4113,Get Your Mass Gatherings or Large Community Events Ready | CDC https://t.co/9bPNxAFs2l,1
4114,"This is crazy! Meat processing plants are about to be forced to remain open regardless of their workers being sick!

Trump to Sign DPA Order to Force Meat Processing Plants to Remain Open Due to Supply Chain Fears https://t.co/4JJ5DkxUbX",1
4115,"Our thoughts are with the people of Fort McMurray at this devastating time. 
Municipalities across Alberta are now taking further action to reduce the risk of flooding. Here are a few proactive tips to help protect yourself and your home should a flood occur. #preparedness https://t.co/1eeSzj1RZo",1
4116,somebody on Instagram responded to a National Geographic photo of the Jefferson Davis statue in Richmond Virginia covered with graffiti with a comment about “2% of the population being loud and the other 98% being silent”,1
4117,"Preventing the Spread of Coronavirus Disease 2019 in Homes and Residential Communities #coronavirus #CoronaVirusCanada 
https://t.co/gCXMefEd3q",1
4118,NIH-supported research survey to examine impact of COVID-19 on rare diseases community https://t.co/keI4Ak8xSv,1
4119,"@larissasilva_g Muuuuito linda nu, eu ia responder story e esqueci kkkkkk",1
4120,APHL's 2019-nCoV emergency response page is now live on our website. We will keep this page up to date with information for public health laboratories and others interested in following the response. Find it here or by visiting our homepage: https://t.co/seXWccMZVT #coronavirus https://t.co/tC3H0Eg0sZ,1
4121,"A message for our LGBTQ+ youth! Also! I love @encircle2gether and believe passionately in the work they are doing, the support they provide LGBTQ youth + their families, and the community they are building. If you can support, please do! ❤️ https://t.co/uSw4XcPeFe",1
4122,"Labs warn of test result delays amid coronavirus surges

Commercial and clinical labs are warning that there may be extended turnaround times for COVID-19 test results amid an uptick in demand for testing as cases rise across the U.S.

Quest ...

https://t.co/Q0E0d3tfyl https://t.co/HzHIKSTqik",1
4123,Resources are on scene of another fire on the SMNRA that started yesterday in the Wallace Canyon area west of Mt Charleston. The #WallaceFire is est 20 acres and smoke jumpers have been ordered to add additional assistance. The fire is not currently threatening any structures. https://t.co/mAeyRlpaOT,1
4124,"if you are feeling unwell, for any reason, make sure you are staying home &amp; getting rest. #COVID19YKM.
For more information on what to do if you are sick, go to: https://t.co/LTszKZhva4…/…/if-you-are-sick/steps-when-sick.html https://t.co/R0lKhkmS8b",1
4125,"Crap! 
First Case of Encephalitis Linked to COVID-19 Reported https://t.co/X6G8NoMkMG via @medscape",1
4126,"Trial drug can significantly block early stages of COVID-19 in engineered human tissues
#coronavirus #COVID19
@WHO @alykhansatchu @RiazGilani @RAbdiCG @DavidNdii @MOH_Kenya https://t.co/hsPQBZYtvn via @ubcnews",1
4127,Aerosol Scientist: COVID-19 Is Likely Airborne https://t.co/sovMezH4fe from @WebMD,1
4128,Attorney General Jeff Sessions Rescinds 24 Guidance Documents | OPA | Department of Justice https://t.co/nU6G0oCJk2,1
4129,Can the flu shot help fight cancer? Injecting influenza vaccines into tumors triggers immune system response https://t.co/K4HlERb7XO,1
4130,"COVID-19 Buttons and Badges https://t.co/SsTMVyNDNy
#covid19",1
4131,"Coronavirus spreads quickly and sometimes before people have symptoms, study finds https://t.co/0qRUM1Oak3",1
4132,The first thing I do when I figured out I might have a crush on you is looking for clues to prove that I’m wrong. #tinylove,1
4133,"#AFROCoronavirusUpdate
CDC’s Prescription: Individual Housing for People Experiencing Homelessness During COVID-19 and Beyond
By BlackPressUSA
https://t.co/LzQ3FZZpKj @afronews @NNPA_BlackPress Afro-American Newspapers Black Press USA - NNPA https://t.co/U2felHZWWI",1
4134,"Virus DNA spread across surfaces in hospital ward over 10 hours: Virus DNA left on a hospital bed rail was found in nearly half of all sites sampled across a ward within 10 hours and persisted for at least five days, according to a new study in the… https://t.co/ObGoawdaJh",1
4135,Resources for Hospitals and Healthcare Professionals Preparing for Patients with Suspected or Confirmed COVID-19: https://t.co/ZLcwLR6NS1 - https://t.co/ZLcwLR6NS1,1
4136,COMMENTARY: Making the Case for PPE https://t.co/fBHB3ZAfMu,1
4137,Deadly New Coronavirus Can Spread Between Humans https://t.co/m4QSscH8DK https://t.co/UtUiSm7apX,1
4138,Lincoln County COVID-19 Health Department Update for 07/01/2020 https://t.co/FXoUXlUO4r https://t.co/PHoPoHEf2I,1
4139,"Trump says coronavirus task force will remain 'indefinitely' but will evolve
Trump signaled that the coronavirus task force would not be dissolved entirely, but would evolve, saying it would remain in place “indefinitely” but that he may “add or subtract” officials! https://t.co/hk309GD0gY",1
4140,Protesters Take Precautions as Experts Fear COVID Surge https://t.co/kpIXJ6qxiQ https://t.co/SnijTjsy6j,1
4141,"informing the staff to keep the pet away from other men that might be in the building. how sad &amp; disgusting is that? i’m so sick of men instilling fear into women, children, and animals. i’m tired of women, children, and animals being abused, disrespected, and disregarded by men.",1
4142,Coronavirus Disease 2019 (COVID-19) https://t.co/bLUUA2e6TX via @CDCgov,1
4143,"Et si nous profitions du confinement et de ce mois béni de Ramadan pour en apprendre plus sur les lieux historiques de l’Islam ?

Retrouvez dès ce week-end nos publications chaque jour sur Twitter et Instagram.

#confinement #Ramadan  #Ramadan2020  #Hajj #muslim #makkah #medine https://t.co/5qb1ANIOgT",1
4144,I have this evening written to Director leading on #COVID-19  for #TowerHamlets about COVID-19 Testing &amp; Pillar 2 results. Seems Leicester managed to obtain Pillar 2 test results data after weeks of requests to #PHE.  We need to prepare our borough  in case there is 2nd pandemic. https://t.co/1dBtwzGgRK,1
4145,How to Report COVID-19 Laboratory Data https://t.co/xE5ykqJKIK https://t.co/IuDkJw205U,1
4146,"Looking for more credible information about COVID-19 in Niagara County? Niagara's WorksourceOne has created a list of resources.

https://t.co/lGcyaHyfV0",1
4147,"There's a clarity required for the labour class, plumbers, electricians &amp; others as they'll be allowed to work from April 20 onwards but shops that provide them with working materials are likely to remain closed. So communication from govt is needed on this @PMOIndia @MoHFW_INDIA",1
4148,@KT_So_It_Goes The commercial labs can zinc or skim,1
4149,"""A person should scrub for at least 20 seconds before rinsing the soap and drying the hands with a clean towel.""

Why hand washing really could slow down an epidemic!

#Coronavirus 

https://t.co/gU2P2oHu3Z",1
4150,"Update on the #COVID19 ACT-Accelerator and virtual press conference happening soon - Friday 26 June 2020, at 1400 CEST (Geneva time). Live-streamed from @WHO website. @MichaelPodmore @CSOs4UHC @GFANAP @GFadvocates @DrNonoSimelela @mariangelasimao @FINDdx @UTDCommunities",1
4151,Evidence Builds Linking Anticoagulation to COVID-19 Survival https://t.co/eoP0iUf3lC https://t.co/G3n1O4RvNC,1
4152,"Hey #writingcommunity I have decided to branch out and offer ebook cover design as well as banners and promo graphics! I have premade covers available but do custom work as well. To see my full gallery check out my Instagram @thecovergypsy 
#indieauthor #selfpublish #bookcovers https://t.co/uO5qWwhMPR",1
4153,https://t.co/lLw0MaWkzx Can You Catch COVID-19 Through Your Eyes? By Katherine Kam https://t.co/AN0plYuaVU,1
4154,Pass the message: Five steps to kicking out coronavirus https://t.co/ogRSApdGuK https://t.co/q09DJBrQpQ,1
4155,@Hatem_All_ @The_Real_Fly How so? Testing is not mandatory. People are getting tested when they have symptoms!,1
4156,Which Specialties Are at Highest Risk for Contracting COVID-19?,1
4157,Birx: Social distancing will last through summer https://t.co/RMU2yj48Kr can get away with the Abortion but never get away from the child support evil.return the stimulus money or it will go on forever.,1
4158,What’s Behind Severe Kids’ Illness After COVID-19? https://t.co/gmMDKNGt3b,1
4159,"When facing natural disasters, the federal government provides several resources for small businesses looking for help. This Federal Relations advisory, originally developed to assist employers through tornados, floods and wild fires, provides a list of co https://t.co/FDpheD40fB",1
4160,CDC Coronavirus Testing Decision To Haunt Nation - WebMD https://t.co/wc21xjlOL0,1
